id,embedding
angry,"[0.05507783964276314, -0.046045396476984024, -0.012792936526238918, 0.06223488971590996, -0.0068129003047943115, 0.1221507117152214, 0.06258206069469452, 0.016981076449155807, 0.0034796171821653843, -0.06639415770769119, 0.014898658730089664, -0.1301443725824356, -0.06824985146522522, -0.05284404382109642, 0.02953869290649891, 0.02106533572077751, -0.00013250728079583496, -0.04770226776599884, 0.007583375088870525, -0.0073035540990531445, 0.04506619647145271, 0.06168505549430847, -0.014692298136651516, 0.03899362310767174, -0.07691144198179245, 0.08227257430553436, 0.0273386612534523, -0.0025868385564535856, 0.005776084493845701, -0.03519029915332794, -0.04983287304639816, -0.03969837725162506, 0.048865336924791336, 0.039972130209207535, -0.0599973127245903, 0.10709163546562195, 0.011385750025510788, -0.005881519988179207, -0.02864285185933113, -0.01269276812672615, -0.05336429178714752, -0.030229123309254646, -0.009052339941263199, -0.07129339873790741, 0.01689627580344677, 0.0069595929235219955, 0.06348622590303421, 0.09275078773498535, 0.027529757469892502, -0.16292956471443176, -0.041706494987010956, -0.04881300777196884, -0.1211521327495575, -0.03394518420100212, 0.056903768330812454, -0.02961524948477745, 0.12862412631511688, -0.021197175607085228, 0.09324736893177032, -0.01511254720389843, 0.014121269807219505, 0.0578928180038929, 0.0038447666447609663, 0.04135989770293236, -0.021855250000953674, 0.038971707224845886, 0.11432243883609772, -0.028477463871240616, -0.01610216125845909, 0.06475382298231125, 0.06407280266284943, -0.039392247796058655, 0.035433266311883926, -0.10156545788049698, -0.03554302081465721, -0.014154775999486446, 0.0449584499001503, 0.0022896756418049335, 0.10682353377342224, 0.0663239136338234, -0.011025330983102322, 0.04108596220612526, -0.026926465332508087, 0.015551136806607246, 0.015485713258385658, -0.053797222673892975, -0.04413717985153198, -0.03787454217672348, -0.05534982681274414, -0.01969638653099537, -0.05056709423661232, -0.0010900471825152636, 0.014755213633179665, 0.019351907074451447, -0.035828884690999985, -0.02256239950656891, -0.09283644706010818, 0.011203424073755741, -0.013398992829024792, 0.017214590683579445, 0.0210201907902956, 0.07989813387393951, 0.013167912140488625, 0.03244321420788765, -0.0054990919306874275, -0.044332440942525864, 0.034127019345760345, -0.10310433059930801, -0.07229480147361755, -0.004060778766870499, -0.03876768425107002, -0.0931953489780426, -0.12730197608470917, -0.071302630007267, 0.06237110495567322, 0.07318389415740967, -0.050927527248859406, -0.07230206578969955, -0.037597835063934326, 0.06723500043153763, 0.06171736493706703, -0.07029984146356583, -0.073341965675354, 0.004903210327029228, 0.04435812309384346, -0.07133379578590393, -0.07739485800266266, 1.9052651210417647e-33, 0.08323601633310318, 0.01015557162463665, 0.07075338065624237, 0.11425430327653885, -0.015348786488175392, 0.023257972672581673, 0.04078233987092972, -0.0211681816726923, -0.015620055608451366, 0.015304499305784702, -0.06022068113088608, -6.157047755550593e-05, -0.010939004831016064, 0.03326552361249924, -0.04817146435379982, -0.00882017146795988, -0.019314158707857132, 0.017664141952991486, 0.02066309191286564, 0.027600597590208054, 0.044095396995544434, 0.01621164008975029, -0.020237695425748825, -0.02677752822637558, -0.08377887308597565, -0.04077901691198349, 0.01684880256652832, 0.0018778129015117884, -0.08196437358856201, -0.02852816693484783, -0.006159780081361532, 0.03802379220724106, 0.023048510774970055, 0.015689346939325333, -0.05696075037121773, 0.004116903990507126, 0.0024185553193092346, 0.06373051553964615, -0.03163248300552368, -0.0017729115206748247, -0.037368692457675934, 0.03420395776629448, -0.05961616709828377, 0.00839284248650074, -0.03045589290559292, 0.04475666210055351, -0.021723730489611626, -0.06004738435149193, 0.04309704527258873, 0.09394525736570358, -0.019380362704396248, 0.03665773570537567, 0.1234118714928627, 0.08569462597370148, 0.003644862910732627, 0.0951659306883812, -0.024021334946155548, -0.0022981867659837008, 0.05695910006761551, -0.01564246229827404, -0.02946898154914379, -0.024395812302827835, -0.008978177793323994, -0.023775892332196236, 0.034789200872182846, 0.04615538939833641, -0.023056427016854286, -0.07981407642364502, -0.01750599779188633, 0.011999531649053097, -0.031785205006599426, 0.047028351575136185, 0.032952018082141876, -0.05759051814675331, -0.10804291069507599, 0.014768012799322605, 0.012343503534793854, -0.01229120884090662, -0.10401427745819092, -0.064572773873806, -0.00783888716250658, -0.08822032809257507, 0.024664971977472305, 0.12095051258802414, -0.002821983303874731, -0.0762304961681366, 0.019583921879529953, -0.046110618859529495, -0.07445661723613739, 0.06346529722213745, 0.025972196832299232, 0.01077633909881115, 0.07878629863262177, 0.017790749669075012, -0.03451839089393616, -3.771245588221033e-33, 0.04687581956386566, -0.00794273428618908, -0.1129148006439209, 0.07921870052814484, 0.032801080495119095, 0.009649071842432022, 0.015029002912342548, 0.12406628578901291, -0.016273826360702515, -0.028418436646461487, 0.02209094911813736, -0.07532170414924622, -0.018058868125081062, 0.09058843553066254, 0.0168314091861248, -0.021785536780953407, 0.017071668058633804, 0.0020792298018932343, 0.04463386908173561, 0.032105859369039536, -0.07201399654150009, 0.029568465426564217, 0.017089536413550377, -0.04022921994328499, 0.0520743690431118, 0.011483089998364449, 0.015709886327385902, -0.12446988373994827, -0.06402167677879333, 0.00043206606642343104, 0.06392358243465424, -0.027823075652122498, -0.04574335739016533, 0.050357695668935776, -0.04571807011961937, 0.029488591477274895, -0.01472795195877552, -0.10514110326766968, -0.057116713374853134, -0.024295907467603683, 0.02703743241727352, 0.042517099529504776, 0.01596301607787609, 0.12921805679798126, 0.05265403166413307, 0.051828425377607346, 0.08362287282943726, -0.002170540625229478, -0.03205197677016258, 0.017770087346434593, 0.0775870606303215, -0.0472855418920517, 0.031145021319389343, 0.016153069213032722, -0.0061035193502902985, -0.057311929762363434, -0.004962139762938023, -0.03164910897612572, -0.040278803557157516, -0.029679233208298683, 0.024250991642475128, -0.07262551784515381, -0.11098991334438324, 0.010630177333950996, 0.07877007871866226, -0.052458565682172775, -0.004508025012910366, -0.05616637319326401, -0.00948602706193924, 0.05158316344022751, 0.05017479136586189, 0.05522637069225311, -0.044969115406274796, 0.03863755241036415, 0.009914055466651917, 0.010532570071518421, -0.0254219938069582, -0.02911372296512127, 0.00678206468001008, -0.015414311550557613, 0.011845976114273071, 0.00869973748922348, 0.05613106116652489, 0.030853919684886932, -0.1266801953315735, -0.002225256757810712, -0.0025742354337126017, 0.08213892579078674, -0.009336958639323711, -0.04641450569033623, -0.005424303933978081, 0.009935908019542694, 0.03511136397719383, -0.020181279629468918, 0.036589015275239944, -2.4064268799861566e-08, -0.043220918625593185, -0.04530578479170799, -0.02845282293856144, -0.12788833677768707, -0.02472672238945961, 0.07737370580434799, 0.0813959464430809, -0.022029774263501167, -0.06310150027275085, -0.0017675224225968122, 0.02893645688891411, -0.00037042846088297665, 0.03226115554571152, -0.05901259183883667, 0.012087270617485046, 0.0640139952301979, 0.022584816440939903, 0.027592552825808525, 0.0028741403948515654, 0.006299575790762901, 0.03699177876114845, -0.010799495503306389, 0.010762668214738369, -0.025902720168232918, -0.012831813655793667, 0.0072769662365317345, 0.011819642037153244, 0.06647240370512009, -0.02526550553739071, 0.027166347950696945, 0.04555931314826012, -0.005824390333145857, 0.01801436021924019, -0.0543551929295063, -0.02054910734295845, 0.0043082041665911674, 0.06176405027508736, 0.04372857138514519, -0.006220085080713034, -0.07665044814348221, -0.09866667538881302, 0.055398065596818924, -0.0230183657258749, -0.0682181641459465, -0.01416399609297514, -0.025511110201478004, 0.030924808233976364, -0.07970418781042099, 0.07150737941265106, 0.010511038824915886, 0.04651961475610733, 0.0140855573117733, -0.0036352404858917, 0.028367960825562477, -0.07639855891466141, -0.017689267173409462, -0.01749839074909687, 0.012609639205038548, -0.030195511877536774, 0.08619285374879837, 0.008260933682322502, 0.0005224282504059374, -0.021686244755983353, 0.028534583747386932]"
sad,"[-0.010838672518730164, -0.039483100175857544, 0.07508900761604309, 0.06326622515916824, -0.041129883378744125, 0.08979712426662445, 0.006903992034494877, 0.00042122299782931805, -0.010225140489637852, -0.06445445120334625, -0.010767930187284946, -0.06826087832450867, -0.06682507693767548, -0.028759464621543884, -0.031104041263461113, 0.025854269042611122, -0.01493038795888424, -0.018459400162100792, 0.005124525632709265, 0.056728169322013855, 0.09161593019962311, 0.026068879291415215, -0.036267951130867004, 0.06296598166227341, -0.048855770379304886, 0.06320808082818985, 0.06865920126438141, -0.028631631284952164, 0.031163284555077553, 0.01565088890492916, -0.14200152456760406, 0.007660594768822193, -0.0060793012380599976, 0.05174509063363075, 0.01752898097038269, 0.08241378515958786, -0.024747537449002266, -0.04094551131129265, -0.030295424163341522, -0.026195796206593513, -0.04729527607560158, 0.01178497914224863, -0.06778725236654282, -0.05581343173980713, 0.00511498237028718, -0.05669659003615379, 0.04407312348484993, 0.07551848143339157, 0.06215279549360275, -0.05832924693822861, -0.016311468556523323, -0.004440487828105688, -0.09140455722808838, -0.03632653132081032, 0.03877668082714081, -0.01849488914012909, 0.04273242875933647, -0.07515985518693924, 0.0511431023478508, -0.008787189610302448, 0.0013333415845409036, -0.020720243453979492, 0.03504808992147446, 0.03082290105521679, 0.02627504989504814, 0.020331231877207756, 0.03967048227787018, -0.09070940315723419, 0.009537444449961185, 0.06446503847837448, -0.061222147196531296, -0.0681418925523758, 0.004304857924580574, -0.020412879064679146, -0.08774096518754959, -0.002305334899574518, 0.12002521753311157, -0.04923074692487717, 0.07710637152194977, 0.08171698451042175, 0.016218503937125206, 0.04694020003080368, -0.005037156865000725, 0.021876202896237373, -0.04050757735967636, -0.0348103828728199, 0.04120685160160065, -0.07974853366613388, -0.050514016300439835, 0.029650447890162468, 0.012113170698285103, -0.015844237059354782, -0.043974634259939194, -0.011991295032203197, 0.01231637317687273, 0.03242654353380203, -0.05473000183701515, 0.05306944251060486, 0.015853917226195335, 0.006859158631414175, 0.00973502267152071, 0.07416384667158127, 0.05270297825336456, 0.030235644429922104, -0.020173851400613785, -0.02650170773267746, -0.006865169387310743, -0.06633634865283966, -0.060350451618433, -0.04849781095981598, -0.08353298902511597, -0.05943587049841881, -0.10148632526397705, -0.08515449613332748, 0.0184057354927063, 0.014244386926293373, -0.02596140094101429, -0.06901747733354568, 0.0208012405782938, 0.062242936342954636, 0.0013570149894803762, -0.03108503483235836, -0.04221155494451523, 0.008233734406530857, 0.04621027782559395, 0.006908842362463474, -0.07767405360937119, 1.8540535157867417e-34, 0.08340054750442505, -0.027892688289284706, 0.03429882973432541, 0.05776732787489891, -0.0412060022354126, 0.036589328199625015, 0.05084272474050522, 0.020926589146256447, -0.054138459265232086, 0.006116804666817188, -0.052812397480010986, -0.08886978030204773, -0.057297173887491226, 0.017279338091611862, -0.01047541480511427, -0.06292759627103806, 0.017060328274965286, -0.008894023485481739, 0.09580651670694351, 0.05591047927737236, -0.02315944992005825, -0.030752969905734062, 0.04064695164561272, -0.054307159036397934, -0.0315488800406456, -0.05505097284913063, -0.06388061493635178, -0.004113858565688133, -0.03526454418897629, -0.0009307130239903927, -0.011972039937973022, 0.015296519733965397, 0.046071168035268784, -0.06819494068622589, 0.018485940992832184, 0.032003253698349, 0.025660516694188118, 0.09887015074491501, -0.015014228411018848, -0.021057358011603355, -0.08982225507497787, 0.059474337846040726, -0.03878479823470116, -0.07311508804559708, -0.0188488457351923, 0.019830765202641487, -0.008325770497322083, 0.0314655527472496, 0.02785678580403328, 0.042043063789606094, 0.05346563458442688, -0.0027201203629374504, 0.003791367867961526, 0.007051495369523764, 0.003421919420361519, 0.03679497167468071, 0.032990287989377975, -0.04207485914230347, 0.08328402787446976, -0.022637786343693733, -0.03537502884864807, -0.05553428828716278, -0.02342464029788971, -0.10841540992259979, 0.09689528495073318, 0.005539899691939354, -0.04637814685702324, -0.0593973770737648, -0.014920098707079887, -0.07777608186006546, -0.05501164495944977, 0.06560108810663223, 0.03189545124769211, 0.03870558738708496, -0.0859476774930954, 0.0443025603890419, 0.03269062936306, -0.054379772394895554, 0.017320329323410988, -0.054880477488040924, -0.012641125358641148, -0.03972181677818298, 0.011816557496786118, 0.040972791612148285, 0.02316230721771717, -0.002721537370234728, -0.017609234899282455, -0.06175671145319939, -0.09240429848432541, 0.053451091051101685, -0.003454388352110982, 0.056378912180662155, 0.07552947849035263, -0.052854735404253006, -0.010842539370059967, -3.645820340988295e-33, 0.03695718199014664, 0.00908474251627922, -0.07572652399539948, 0.0158552173525095, -0.018138788640499115, 0.02909768931567669, -0.026877708733081818, 0.10849327594041824, 0.003691501682624221, -0.019059162586927414, 0.09120127558708191, -0.05481836944818497, 0.030254891142249107, 0.03050931543111801, -0.013743884861469269, 0.07482214272022247, 0.04607280343770981, 0.007353064604103565, 0.030228804796934128, -0.018414173275232315, -0.025912346318364143, 0.11831007152795792, 0.08878806978464127, -0.034718506038188934, 0.03433537483215332, -0.015772182494401932, 0.06712422519922256, -0.0623018816113472, -0.04069330543279648, -0.011839793063700199, 0.06991971284151077, -0.027398794889450073, -0.03317161276936531, 0.07564422488212585, -0.023813867941498756, 0.04170841723680496, -0.046532850712537766, -0.15496158599853516, -0.13835977017879486, -0.08241962641477585, 0.08345084637403488, 0.04338633269071579, 0.04313080385327339, 0.07029904425144196, 0.08946952223777771, 0.07076943665742874, 0.03656737506389618, 0.006961238570511341, 0.01191856898367405, 0.054819028824567795, 0.06277287751436234, -0.002126573584973812, 0.03824220225214958, 0.1343216449022293, 0.023314140737056732, 0.001713357400149107, -0.04794315993785858, -0.00399599177762866, -0.03864654153585434, 0.003203931264579296, 0.015756938606500626, -0.1157827079296112, -0.10817109048366547, -0.034854333847761154, -0.011376787908375263, -0.015623980201780796, 0.05446512997150421, -0.020219286903738976, -0.03230966627597809, -0.014714568853378296, 0.05734913796186447, 0.02301700972020626, -0.05643216520547867, -0.027678996324539185, 0.0026090354658663273, 0.07307155430316925, -0.03287137299776077, -0.020396647974848747, 0.012601606547832489, -0.009368056431412697, -0.017742116004228592, 0.04721001163125038, 0.012656844221055508, -0.010079627856612206, -0.04333033040165901, -0.08495205640792847, -0.06212608888745308, 0.08594882488250732, -0.017575576901435852, -0.018429182469844818, -0.1173204556107521, 0.00018642244685906917, -0.005403304472565651, -0.06319030374288559, 0.007719737011939287, -2.2714480962804373e-08, -0.03412843123078346, -0.09250837564468384, -0.04339606314897537, -0.1068117767572403, -0.039147406816482544, 0.005142101086676121, 0.08555522561073303, 0.02593940682709217, -0.04333382472395897, -0.023255236446857452, -0.002707292791455984, 0.055152006447315216, -0.04544505104422569, 0.014956078492105007, -0.023605333641171455, 0.02716880291700363, 0.03735426440834999, 0.09968125075101852, 0.022436363622546196, -0.05020178109407425, 0.02637164294719696, -0.0773899182677269, 0.03141161426901817, 0.08689921349287033, -0.013026101514697075, -0.04015582427382469, -0.006908201612532139, -0.01065110508352518, -0.13548266887664795, 0.03660432621836662, 0.08866985142230988, 0.058199167251586914, 0.055424366146326065, 0.0012192161520943046, 0.015887297689914703, 0.023319188505411148, 0.03768158331513405, -0.013851248659193516, 0.0015272831078618765, 0.045255426317453384, -0.0390271432697773, 0.08718813955783844, -0.07257890701293945, -0.04038610681891441, 0.07608294486999512, -0.015938319265842438, 0.10498911887407303, -0.047988541424274445, -0.0005577440024353564, 0.061605989933013916, 0.05858037993311882, 0.060176849365234375, -0.0009036575211212039, 0.014759931713342667, -0.039011407643556595, -0.012599092908203602, -0.003855691058561206, 0.07158214598894119, -0.056608714163303375, 0.011987610720098019, -0.023654935881495476, -0.0005816494231112301, 0.025755461305379868, -0.03178751468658447]"
happy,"[0.006813452113419771, -0.039382439106702805, 0.07095441222190857, -0.0053548868745565414, -0.018264485523104668, 0.030827870592474937, 0.13095998764038086, -0.02215883880853653, -0.07359276711940765, -0.01708044856786728, 0.06587100774049759, -0.07357406616210938, -0.05296603590250015, -0.034792378544807434, 0.036623477935791016, 0.016250986605882645, 0.013383149169385433, -0.04975384846329689, -0.014269779436290264, 0.01616653986275196, 0.11596734076738358, -0.057873133569955826, 0.007002885453402996, 0.05276966840028763, -0.03010931983590126, 0.01305755227804184, 0.06572070717811584, 0.007157370913773775, 0.028176847845315933, -0.03096643090248108, -0.019415775313973427, 0.05577065423130989, 0.030434664338827133, 0.04961387440562248, -0.025103846564888954, 0.06662047654390335, -0.06771887838840485, -0.07281454652547836, 0.02676980569958687, -0.0226217620074749, -0.03326805308461189, -0.07998251914978027, -0.036097876727581024, -0.029640575870871544, -0.01998273655772209, -0.015966057777404785, 0.09038557857275009, 0.036555416882038116, 0.070637546479702, -0.03595469892024994, -0.009479785338044167, -0.03673602640628815, -0.06972235441207886, -0.03657456114888191, 0.022895634174346924, -0.01600232534110546, 0.006636727601289749, -0.06860886514186859, 0.04475842043757439, -0.016496678814291954, -0.011700133793056011, 0.1170969232916832, 0.07820997387170792, 0.007848870009183884, -0.007943890057504177, -0.08802475035190582, -0.023813685402274132, -0.06593622267246246, -0.0009820383274927735, -0.049165599048137665, 0.02698497846722603, -0.014694773592054844, 0.06540811061859131, -0.08433759957551956, -0.03990783542394638, -0.01073389034718275, 0.04255201295018196, -0.009229511022567749, 0.014357656240463257, 0.08893941342830658, 0.023743240162730217, -0.047350089997053146, -0.005622237455099821, -0.03193759173154831, -0.026508940383791924, -0.05370944365859032, -0.03261531516909599, 0.004236035980284214, -0.07075119018554688, 0.014119230210781097, -0.07582499086856842, 0.004008050542324781, -0.09027667343616486, -0.07069728523492813, -0.025707805529236794, -0.0005425642593763769, -0.006302564404904842, -0.041299059987068176, 0.007340819109231234, -0.005844347644597292, 0.030542826279997826, 0.045170336961746216, 0.07529699057340622, 0.02850220911204815, -0.055864784866571426, 0.0003299326926935464, -0.01607714593410492, 0.08213233947753906, 0.046430349349975586, -0.07567738741636276, 0.004285374190658331, -0.026627063751220703, -0.03703593835234642, -0.02958652749657631, 0.06096723675727844, 0.04993443191051483, -0.07155699282884598, -0.018706120550632477, 0.022760814055800438, -0.013380077667534351, 0.07938635349273682, -0.013375351205468178, 0.03789343684911728, 0.02570662833750248, -0.00818027276545763, 0.012225900776684284, 0.012972766533493996, 1.3066686837855082e-33, 0.0454125851392746, 0.016563810408115387, 0.0854470282793045, 0.09136037528514862, -0.015891389921307564, -1.4896059838065412e-05, 0.07361199706792831, -0.049993179738521576, -0.1237216666340828, 0.004540798719972372, -0.11256484687328339, 0.04692284017801285, -0.022211844101548195, 0.06423430144786835, -0.03618607297539711, -0.09764354676008224, -0.06378097087144852, -0.021224522963166237, 0.03247253596782684, 0.08798085153102875, -0.029229579493403435, -0.016966095194220543, 0.07153649628162384, -0.048083558678627014, -0.019799241796135902, -0.030731607228517532, 0.012770695611834526, -0.007980993017554283, -0.014754819683730602, -0.014502590522170067, 0.013555467128753662, 0.058454155921936035, 0.03871646523475647, -0.07615908235311508, 0.040950946509838104, -0.0033906782045960426, -0.013862731866538525, 0.025371195748448372, 0.02038365975022316, -0.0048975697718560696, -0.05235946923494339, 0.005877457559108734, 0.00014336840831674635, -0.012548210099339485, -0.02508452720940113, 0.10981935262680054, -0.04560999199748039, 0.036032263189554214, 0.016148436814546585, 0.006989619228988886, -0.017709027975797653, -0.050554484128952026, 0.05327437072992325, 0.03592779114842415, -0.008170362561941147, 0.10548162460327148, 0.023259520530700684, 0.020813826471567154, 0.09503542631864548, -0.034363046288490295, -0.031449899077415466, -0.0752677246928215, -0.0005984866875223815, -0.1296050250530243, 0.0685894712805748, 0.0282087754458189, -0.015889693051576614, -0.04180627316236496, 0.019003698602318764, 0.026173138990998268, -0.017542144283652306, 0.05457768216729164, 0.0025661885738372803, -0.02789873629808426, -0.09654636681079865, 0.01973736099898815, 0.026633575558662415, -0.06681942939758301, 0.028789279982447624, -0.012702136300504208, 0.010916304774582386, -0.03366144746541977, 0.001237549469806254, 0.010975860059261322, 0.04661085456609726, -0.04723771661520004, -0.03488408401608467, -0.101980060338974, -0.15448902547359467, 0.0703345313668251, 0.10983403027057648, 0.06840821355581284, 0.1291133463382721, -0.0017731906846165657, -0.028541026636958122, -2.9149466264599604e-33, 0.09530460089445114, -0.01812107115983963, -0.13634775578975677, -0.0069356937892735004, -0.05159318074584007, 0.04928738996386528, -0.01786114275455475, 0.034605879336595535, -0.02644340507686138, 0.025556398555636406, 0.07574518769979477, -0.03677811473608017, -0.004560831934213638, -0.035083673894405365, -0.10009428858757019, 0.0009026546613313258, 0.09107724577188492, 0.052032388746738434, 0.033004023134708405, 0.057207874953746796, -0.07770571112632751, 0.09500409662723541, 0.0065805730409920216, -0.05764326453208923, 0.026391321793198586, 0.015816327184438705, 0.013443215750157833, -0.07020274549722672, -0.0660979151725769, 0.0028708078898489475, 0.07719088345766068, 0.007874221540987492, -0.032618939876556396, 0.011782343499362469, 0.003000587923452258, -0.005533738061785698, 0.03856310248374939, -0.1624128818511963, -0.027715858072042465, -0.01329008024185896, 0.02785351313650608, -0.006800915114581585, 0.06340125948190689, 0.05175314098596573, 0.044781431555747986, 0.03607818856835365, 0.003270674031227827, 0.06604629009962082, -0.05278133228421211, 0.08747968077659607, 0.0252204779535532, -0.03733895346522331, -0.03200393542647362, 0.037558190524578094, -0.002150462009012699, -0.027531420812010765, -0.028255702927708626, 0.019896192476153374, 0.03529686480760574, -0.061758462339639664, -0.026468072086572647, -0.01589156687259674, -0.07504383474588394, -0.05726282671093941, 0.01334301196038723, 0.003152709687128663, 0.029430096969008446, -0.04586118087172508, 0.007487977389246225, 0.02742282673716545, 0.026301514357328415, -0.025647057220339775, -0.06575129181146622, 0.039759423583745956, 0.02528969757258892, 0.024284234270453453, -0.001457480015233159, -0.05043385922908783, 0.010481378994882107, -0.04082543030381203, -0.04932185262441635, 0.00824619922786951, -0.006245299708098173, 0.002759139519184828, -0.09760992228984833, -0.04074717313051224, 0.029610002413392067, -0.0006477137212641537, -0.0644504651427269, -0.053092364221811295, -0.056953366845846176, 0.07380587607622147, -0.0408053882420063, -0.04988822713494301, 0.07728209346532822, -2.401571208565656e-08, -0.04914437234401703, -0.04981674253940582, -0.15047632157802582, -0.11002827435731888, 0.028689928352832794, 0.03449719026684761, 0.08860494941473007, -0.014954260550439358, -0.05364236235618591, -0.11953238397836685, 0.04695142060518265, 0.026779115200042725, 0.024416137486696243, -0.017140986397862434, 0.0649113655090332, 0.03690474480390549, 0.03990505635738373, 0.09491007775068283, 0.015402844175696373, 0.01937604509294033, 0.05027300491929054, -0.004764130804687738, -0.011736073531210423, -0.005168470554053783, -0.09943201392889023, 0.04819459840655327, -0.011107650585472584, 0.022236326709389687, -0.1033795177936554, -0.006034849211573601, 0.03553098812699318, 0.017366807907819748, 0.04536926746368408, -0.03353767842054367, 0.03840210288763046, -0.00829369854182005, 0.026381999254226685, 0.004213172942399979, 0.035278551280498505, 0.03084133379161358, 0.006523894611746073, 0.07825152575969696, -0.019357003271579742, -0.04497754946351051, -0.0446464978158474, 0.021404149010777473, 0.1129353865981102, -0.0688873827457428, 0.05313204973936081, 0.10546490550041199, 0.025543710216879845, 0.013324452564120293, -0.024379607290029526, 0.015379328280687332, -0.05164090916514397, -0.0434829518198967, -0.04342897981405258, 0.03826373070478439, -0.041720785200595856, 0.06394970417022705, -0.010308993980288506, 0.04286966845393181, 0.018762901425361633, 0.004545837640762329]"
